epoch,train_loss,val_loss,val_acc,val_auroc
0,0.7572140802956292,0.6431128994264934,0.719806031216851,0.30426277043744676
1,0.7044447567412702,0.6346689482352321,0.7119260494014245,0.31699494023096547
2,0.6892077803954986,0.6241543708127237,0.7172298833156538,0.32432310791947033
3,0.6791424097879707,0.6215724653141989,0.711471435065919,0.34102614741426696
4,0.673079108836019,0.6161992049502647,0.709046825276557,0.35014597966950345
5,0.6645863586112322,0.6082652300519462,0.7134414305197757,0.3643826015206264
6,0.6557675763899168,0.5966739877098743,0.7217760266707077,0.3652670355519977
7,0.6519977693522332,0.5913480564145757,0.7252614032429155,0.37436969717569485
8,0.6489541710985666,0.5947346763188848,0.7108652826185786,0.4005354541309727
9,0.6383074541167069,0.5819703489564588,0.725716017578421,0.39607232059034153
10,0.6400942581677946,0.5776891810981807,0.725716017578421,0.4032167097788211
11,0.632793681154397,0.5760428701355378,0.7213214123352023,0.4167446475097896
12,0.6293105411609026,0.5705375145341179,0.7237460221245643,0.41917051198955463
13,0.627004487421643,0.5809076780043763,0.6976814668889225,0.45395692222582956
14,0.6216870706936576,0.5694208227516865,0.7155629640854675,0.44944397627288296
15,0.6206629699623066,0.5571080239763186,0.7282921654796182,0.4316966342046013
16,0.6166412498593637,0.5638122616400952,0.7157145021973026,0.4643159700937997
17,0.6157583257866224,0.5576918165978925,0.723291407789059,0.4632879591092838
18,0.6102330260591844,0.5558785145021529,0.7201091074405213,0.4726875613132193
19,0.609125667068882,0.5511941587514887,0.7237460221245643,0.47176626609673455
20,0.6092105941856282,0.5495027997924046,0.7245037126837399,0.4780463220272831
21,0.6098234000703135,0.5431832181881695,0.7272313986967722,0.4701734995622368
22,0.6024180236847622,0.5529444694952597,0.7048037581451735,0.5043731781842731
23,0.604539806905308,0.5479749843448848,0.7148052735262919,0.49958925270833016
24,0.6006833864244697,0.5428403787024727,0.7199575693286862,0.4949807841294138
25,0.5991854773974632,0.5375544777384742,0.73041369904531,0.4881635159827521
26,0.5938375999501554,0.5394250702399127,0.7228367934535536,0.5042671070474601
27,0.5942530460945854,0.5384906503463771,0.722230641006213,0.5077301831573099
28,0.5949729083162092,0.53429915186383,0.7278375511441127,0.5022148942628993
29,0.5918670646312255,0.531962103799611,0.7296560084861342,0.49958954572252023
30,0.592596055558458,0.532336659784804,0.7284437035914533,0.5062773601999998
31,0.5911995166448919,0.5304519299540236,0.729352932262464,0.5068233628418156
32,0.58933642818668,0.5312204362407094,0.7240490983482346,0.5159450117850307
33,0.5910411047509158,0.5294046935248978,0.7287467798151235,0.5148628517781859
34,0.588766166514963,0.5271548487811689,0.7282921654796182,0.5106966588177932
35,0.5854926164230807,0.527143239938846,0.7292013941506289,0.514712125278803
36,0.5859414009474176,0.526686167641108,0.7290498560387938,0.5183517131367638
37,0.5849618350290714,0.525196404362433,0.7282921654796182,0.5190887024276811
38,0.584990645515357,0.5284499728981338,0.719806031216851,0.5344957401597045
39,0.5827356380013774,0.5240636999850238,0.7287467798151235,0.5226104399783873
40,0.5811011337171741,0.5231372829205448,0.7299590847098045,0.5197026843615983
41,0.5837382155849205,0.5221540298149755,0.7298075465979694,0.5164482343550933
42,0.582292721531286,0.5237252226307963,0.7276860130322776,0.5256082681572103
43,0.5819356480156369,0.5217069373526055,0.73041369904531,0.5210602777071289
