epoch,train_loss,val_loss,val_acc,val_auroc
0,0.7338992893144857,0.6543087595104178,0.6457038945294742,0.2805021085785063
1,0.6575109932274146,0.6155329330850142,0.692226094862858,0.32023568614271314
2,0.6421633163606205,0.6011686424790665,0.6973783906652523,0.35576558667686825
3,0.6302958388078536,0.5923482659622148,0.6944991665403849,0.39271339778858705
4,0.6189112709243834,0.5944018061910006,0.6497954235490225,0.3743283924767975
5,0.6067076615536461,0.5774766879653295,0.6901045612971662,0.4117806641582625
6,0.5992334388949543,0.5710381785203588,0.6985906955599334,0.4402296602522564
7,0.5942411061298993,0.5769737703653154,0.6560084861342628,0.438204763932166
8,0.5927982745359912,0.5663171098130746,0.6884376420669799,0.46032469074793897
9,0.5900108211238125,0.5661529027470893,0.6784361266858615,0.47505676570475963
10,0.58647961309596,0.5590026567227588,0.707834520381876,0.523782796218029
11,0.5830748182098908,0.559836739174325,0.6973783906652523,0.509586151970329
12,0.5800453980125465,0.5574266323809878,0.6991968480072738,0.5396647765057526
13,0.5804747223655353,0.5644695789529656,0.6579784815881194,0.5389904874806231
14,0.5789450027578111,0.5633505845290275,0.6608577057129869,0.5529851735651645
15,0.5778877164517628,0.5548044896375087,0.7005606910137899,0.5799018966480549
16,0.5780865157223196,0.5539140748984887,0.7013183815729656,0.5898575644154741
17,0.5775766641574478,0.5513290657312838,0.7104106682830732,0.6074201941542678
18,0.5764160748593173,0.5521601927173844,0.7043491438096682,0.5908269635986355
19,0.5770326745222871,0.5530120977074255,0.6961660857705713,0.587379711688778
20,0.5725224577200957,0.5502685547453072,0.7063191392635247,0.6048352746118876
21,0.5728272992311996,0.5493630391031454,0.7096529777238976,0.6037571658911409
22,0.5720612358226796,0.5493323997324715,0.7081375966055463,0.6004894538220245
23,0.5735328913204669,0.5479732038830605,0.7117745112895894,0.6113313217398396
24,0.571732374574582,0.549477962747381,0.7034399151386573,0.6118066481535129
25,0.5724554538708742,0.5495787827349699,0.7026822245794817,0.612265112510023
26,0.5689691391284222,0.5485182346439954,0.7043491438096682,0.6248070043342733
27,0.5699558632358274,0.5463379867005699,0.7117745112895894,0.632826627710322
28,0.5696748510005348,0.5473811972554948,0.7081375966055463,0.6279384188009328
29,0.5696459292082882,0.548059337770312,0.7038945294741628,0.6303886834627573
30,0.5702522678309488,0.5489432511139609,0.6975299287770874,0.6350700543586341
31,0.570937486395075,0.5484975276706544,0.6984391574480981,0.6352264511467068
32,0.568330020457619,0.5462623131710538,0.7052583724806789,0.6434992952723043
33,0.5690901077575874,0.5449315239613951,0.710107592059403,0.6494709275909444
34,0.5681769440329099,0.5449959602405093,0.7105622063949083,0.6514078416586158
35,0.5679604143902359,0.5443180241464105,0.7126837399606001,0.6563924396913305
36,0.5653848923739384,0.5451853027811988,0.707834520381876,0.6600241596076328
37,0.5675633267428518,0.5445713319820352,0.7108652826185786,0.6620281353811568
38,0.5661128644040723,0.5442077637007786,0.7160175784209729,0.6661086565839617
