epoch,train_loss,val_loss,val_acc,val_auroc
0,0.6064305233885628,0.5466780733751152,0.7124550551736488,0.7430576997363773
1,0.5876907350275062,0.5377771345132324,0.709980851093141,0.7505864998529972
2,0.5833901931148454,0.5345735452771245,0.7147446582815579,0.7563752597220823
3,0.5807904940854011,0.5349559666340586,0.713488269572525,0.7555247751561773
4,0.5788403336453191,0.5290847404245309,0.7161029908112798,0.7556996393426917
5,0.5775533577973753,0.5273075342582338,0.7175494909697059,0.7601323062551818
6,0.5761065502256678,0.5263520335016,0.7175963300224554,0.7583348786902598
7,0.5751157787350201,0.5242608400101217,0.7179985948284177,0.7607005984892939
8,0.5740400621553342,0.5239780597262803,0.7179104271997135,0.7603656091249177
9,0.5733492290566878,0.5234178541763883,0.7198804226535701,0.7602338136095186
10,0.5725353893856446,0.5223965354989145,0.7195222416619597,0.7623234493917423
11,0.5717402080560443,0.5223647254456872,0.7182575872377356,0.7615426730159787
12,0.5710339669518528,0.5204995202112325,0.7196407169130309,0.7630476667579473
13,0.5703321559911103,0.5214393076053011,0.7187562853875934,0.7619035525493334
14,0.5697414351916394,0.5201313261644912,0.7192963121134056,0.7621498455748199
15,0.5691709770574659,0.5198394916778502,0.719260494014245,0.7614638048150282
16,0.5689898721607408,0.5203835303006732,0.7182327900921625,0.7627053570632721
17,0.5684274748862541,0.5223193706109167,0.7144746449186514,0.7631779214334937
18,0.5679108122178497,0.5195970343977536,0.718610257752552,0.7623714277206849
19,0.5674233180393463,0.5216283398605781,0.7175770433536766,0.7577401717200152
20,0.5670319342774489,0.5177448346481521,0.7211808951769554,0.7647863870261005
21,0.5665661491036413,0.5153979068502409,0.7241248674041519,0.7650107256727349
22,0.5662791525585645,0.5152646246747116,0.7244279436278226,0.7651905360798933
23,0.5658936191788241,0.514623149717063,0.72585437846314,0.7643396897550047
24,0.5656321891637838,0.5145304066628872,0.7253701153666234,0.7637977391843861
25,0.5654849150186597,0.5139921102163639,0.723314467936512,0.7660733932815198
26,0.5647182153665427,0.5149128014008975,0.7257687264868854,0.7635405219109481
27,0.564783253133577,0.5175447971812963,0.7245103012972978,0.7602363377665272
28,0.5643249903397032,0.5132592086860868,0.7252269627629532,0.7634123647544185
29,0.5640351952696381,0.5149158023166508,0.7248067889074101,0.7617977099027272
30,0.5639079484965778,0.5136413519843852,0.7244486079157997,0.7630399807771401
31,0.5635799585363047,0.5139944220908211,0.7260261420863627,0.7615990199083442
32,0.563296303070474,0.5142853140976773,0.7258111694160849,0.762631786204434
33,0.5631417740880478,0.5118535990533657,0.7273261100166694,0.769731952775472
34,0.5629594826762628,0.5114609094352718,0.727735262918624,0.7690115170571753
35,0.5627911323892683,0.512734444908869,0.7277390513714199,0.7668483389634407
36,0.5627643653066956,0.5126502965432955,0.7285194726473708,0.7665579714730738
37,0.5622499243931524,0.51301599238202,0.7288065974908479,0.7668191969254283
38,0.5620857525903816,0.5186183562468409,0.7156187939161436,0.760969377855826
39,0.5621983669865029,0.5106439769983546,0.7299795628330255,0.7697745075566236
40,0.5615356148797683,0.5112855448757231,0.7295986697411156,0.7676327351147095
41,0.5610737941757749,0.5171896385181749,0.7204354972198584,0.7442076648418428
42,0.5617087658056897,0.5166426716423123,0.7190362176087287,0.748059832561109
43,0.5612209866192047,0.5190411269287212,0.7146840430368238,0.7480877612437727
44,0.5610351394156231,0.5163080240397909,0.7215275041672982,0.7474403674994119
45,0.5609213806566336,0.5170251727606388,0.7165509925746325,0.7488841826222241
46,0.5608854870558472,0.5163210053472089,0.7220609183209578,0.7461661982693536
47,0.5603813306926132,0.5178128789197063,0.7147264737081376,0.7480001715118872
48,0.5602418866247314,0.5163774029755884,0.7203939990907713,0.7468790765515274
49,0.5599591888167202,0.5151331778199247,0.722526829133891,0.7523835681526188
50,0.5597059169823166,0.5153886859881619,0.7233947292289465,0.7523738659783956
51,0.5598005363061571,0.5156331520898801,0.722216864814228,0.752466555450826
52,0.559739085097843,0.5140035615549818,0.72428329361198,0.7523420194976979
53,0.5595836779568286,0.5142866433661163,0.7256402485225034,0.7522409484754475
54,0.5593435577548678,0.5135839148628031,0.7263366022268887,0.7532713938650323
55,0.5590866272513443,0.5137652157111356,0.7249871914214998,0.7532296496955099
